R,F,M,y,user_id
5,5,1,2,5aac6829ca6c5a20f84bb244
5,5,1,2,59048267836872e94257a04b
2,2,5,0,5a8fe72b630b372bec1bf42f
4,4,4,2,5a3b928a59ffc3059c30ff67
5,3,5,1,590483c0836872e94257ad20
2,5,3,2,5904845c836872e94257b728
5,1,5,1,5ab4db7208a7a8294806c4b7
1,5,4,0,5a73d0a7e803482760d2ef56
1,2,5,0,5a8968ccae38ac1bfc16ff50
2,4,5,0,59f402e13a82591028b36b07
2,2,5,0,59799ef7cf5e49726030fefd
5,3,5,1,59a39866337e810e8c26d767
2,2,5,0,5a9a2eab212fde1be4ed2cb8
4,5,1,2,5a5d988dc09839206cb7860d
4,3,5,1,596c5457bb0e8d1ecc2d0c14
2,5,3,2,5a71410d27f2fb15dc2cc24d
1,2,5,0,5a801b7baad86a10d8870563
4,5,1,2,59db71a6d707e925e0d2bed5
5,4,3,2,59048490836872e94257b7d6
5,1,5,1,5a34adfdf3649239ecbfd522
5,5,1,2,59743f06baa31b6b28d113b2
3,3,5,1,5a9df83a173a1312a4c1a93a
5,5,1,2,5aa0dde6bfc1001ac08c2359
3,4,4,2,5a31f96af21a3e33e88c9a29
4,3,5,1,5a9628aeb4f84d0f800aecaf
5,4,3,2,5aa0b428bfc1001ac08c213b
1,5,4,0,5980351828cd6667b45abd67
2,5,3,2,59733d508499bc06ac078077
5,5,1,2,596451882242ea5414de2000
2,5,3,2,5a797e06c278d318cc565390
3,2,5,1,5a4da8acb07e3708c82b3103
5,4,3,2,5a9f64cdfe044a15d0962c18
3,3,5,1,59579e0b34c6b5340c419032
3,5,3,2,5a9e5c2bfe044a15d09628b2
4,4,4,2,5975e699c9344d6ea8c2c49f
2,4,5,0,5a630c8069ff9520384b194c
3,3,5,1,5a94d51781e1c60e4cd08664
1,5,4,0,59048232836872e942579c30
2,5,3,2,5a6ade4be56a2026ccb9d43c
1,5,4,0,5a784cf5fe098c1c4099bf24
1,2,5,0,5a7c480c5a517f1c2895c065
3,3,5,1,596df12d632e423700a09caa
4,4,4,2,59048410836872e94257b1b2
5,4,3,2,5ab22b72802e9b26944f4b9c
3,5,2,2,5a9e2dc8fe044a15d0962748
1,2,5,0,5904845c836872e94257b4e7
5,4,3,2,5a37aed0f4d92f3d9c0a1bf2
3,3,5,1,5a18df03f75b622ab856989a
5,3,5,1,5a4d9ae1b07e3708c82b2f5e
4,4,4,2,5a3b9e3c59ffc3059c310086
3,5,2,2,5a337b4792849f4b089a7b94
5,3,5,1,59ecbddfa8dd6908d8d3cb39
5,3,5,1,5a8e3a65a1fbea24ec25a867
5,4,3,2,5904837e836872e94257ab7a
1,5,4,0,5a1ff2725ad1ff1764b2f336
5,5,1,2,5a6c53baac7c7120f839f308
1,5,4,0,590484d0836872e94257bc1c
3,3,5,1,599283b24029934dec5cd29b
4,5,1,2,59d31744f2a7f6163cd4a4df
5,3,5,1,5a1d33c51fe7bb233822a98f
5,1,5,1,5abc4ed45652022fa06c73cd
3,5,2,2,59f7087c5792e64238da34a5
4,3,5,1,5a17a235f75b622ab85691ed
5,3,5,1,5969e362a6a8b7418c172198
2,4,5,0,590482f1836872e94257a4e2
5,3,4,1,598abe7c44d41428b4c5790f
5,4,3,2,5a0588f19aa2c7176c34648e
5,5,1,2,5904837e836872e94257a9db
1,2,5,0,5965a9c36b3ece0ee4289d1e
3,5,2,2,59048410836872e94257b1b8
5,3,4,1,59048410836872e94257b36d
5,3,4,1,595473bc9362762840de6932
3,5,2,2,59048410836872e94257afb2
3,2,5,1,5904837e836872e94257a9ac
5,3,4,1,590481ba836872e94257968b
5,4,3,2,5a8920ddae38ac1bfc16fe2f
3,5,2,2,5980b3f7dc6e0c4064ffbb15
5,4,3,2,59048410836872e94257afa9
2,2,5,0,5a92222364a7cc16fca2cfb4
5,4,3,2,5978772e517ba74210339a18
5,3,4,1,5a2b689dbaff177dbc1cbde2
3,5,2,2,5aa5fca4ad94dc276c4702e2
4,2,5,1,5ab603507b988a2798908930
5,4,3,2,59b77da6cdb9d6174c9165fe
5,3,4,1,5aba38eeb542752a94bbe966
3,4,4,2,5980604028cd6667b45abf8b
5,3,4,1,5a35d7b2d84ca6688c3c950f
5,4,3,2,5a952c50ebe12614a0289855
2,4,5,0,5a02f429a942fe25bccd2e06
3,4,4,2,5a6c5e9fac7c7120f839f40f
4,4,4,2,59048490836872e94257ba78
5,5,1,2,590484f8836872e94257c02b
4,5,1,2,59ec85eca8dd6908d8d3ca53
5,5,1,2,5a6957fbf378fc258c6d0f01
4,4,4,2,590484d0836872e94257bcd1
4,5,1,2,59577bb134c6b5340c418d57
2,5,3,2,5904845c836872e94257b73a
5,4,2,2,59048267836872e942579ef4
4,5,1,2,59048232836872e942579ce0
5,5,1,2,59bb4af50367851634d297f5
5,5,1,2,5a3544f6d84ca6688c3c949b
2,5,3,2,59048490836872e94257b984
5,4,2,2,596240b070de2437f025389c
1,5,4,0,5a6481e56b8f072f206c130a
2,4,5,0,5a476ce9064a1b270801087f
2,2,5,0,59048267836872e942579f38
5,3,4,1,5ab72f8d7b988a2798908f79
5,4,2,2,59048410836872e94257b1a4
3,3,5,1,5904831b836872e94257a627
3,4,4,2,5a8aa8d7ae38ac1bfc170352
2,4,5,0,5a94ff2e81e1c60e4cd08826
1,5,4,0,5a755ae57fcc331640233965
4,5,1,2,5a73cb44e803482760d2ef25
3,5,2,2,590481ba836872e94257971f
3,5,2,2,5a4da560b07e3708c82b3068
4,3,5,1,59ab8c49ba36471644070cb0
1,5,4,0,5a752a8684425d130871aa9b
5,1,5,1,5a3e892981857815001e1b19
2,4,5,0,5976c4fb517ba74210338fd3
5,3,4,1,59e946fa8dd57240d0fd1480
2,4,5,0,5a8e28e4a1fbea24ec25a7bf
5,5,1,2,59eda56ee4a0cf2f68f06686
4,5,1,2,5a65c6616951a02f587090eb
3,5,2,2,5a9cee2f173a1312a4c1a65b
3,5,2,2,590484d0836872e94257bb87
5,3,4,1,598a6cd744d41428b4c5759e
5,1,5,1,59acf1276ce0f717c020180c
3,5,2,2,59048410836872e94257b28c
2,4,5,0,5a79dd48c278d318cc565612
1,5,4,0,59e810291bf4a510308db7cd
5,4,2,2,590482f1836872e94257a21d
5,3,4,1,5a811d7db208f7181469adc8
5,4,2,2,5abb31fab542752a94bbed2b
1,2,5,0,5a794afec278d318cc565242
4,4,4,2,5a790e89c278d318cc564eb5
3,4,4,2,59f07270b41d1011307b887c
5,4,2,2,59048267836872e942579e67
3,2,5,1,5aa3a4caad94dc276c46f71b
2,4,5,0,59ed7ad5d7c5b148cc9b0e1e
1,5,4,0,5a4c5c5d522b3818e80f5c3b
3,5,2,2,59048410836872e94257b0b1
4,4,4,2,5a23705304dedb26687118ce
2,4,5,0,590484f8836872e94257bff8
5,4,2,2,5a1ad3ff1c8bb56edc2a20e3
4,4,4,2,5a0d2a7a260f8f3180602df5
4,3,5,1,5a16498ffb393367e0b1d84a
1,2,5,0,5a7eaf3daad86a10d886fa92
5,5,1,2,5a9bd05dde402c0bb845f521
5,4,2,2,5a893e0cae38ac1bfc16fe8d
4,3,5,1,59048410836872e94257b2bc
3,3,5,1,59fc64b7e860d6216c18f4e7
5,1,5,1,5abb81bc5652022fa06c72c8
4,3,5,1,59048490836872e94257b799
5,4,2,2,59048267836872e942579efc
5,4,2,2,59636dd9c6a5db1e24555cc6
5,3,4,1,59ed6a06d7c5b148cc9b0d0e
4,5,1,2,5a59a42d2ed6311e7cf3e508
5,3,4,1,5abb561e5652022fa06c711a
5,3,4,1,5904845c836872e94257b5b6
5,3,4,1,5a5d72f9c09839206cb783f7
5,4,2,2,5a6c23afac7c7120f839f067
5,3,4,1,5abb2404b542752a94bbeca2
4,2,5,1,5ab0e7719f1525201c3d8c73
5,4,2,2,5a163dc3fb393367e0b1d774
3,3,5,1,5a97befbfda9ae0b68fa3b09
1,5,4,0,5a03c3d2879f004078d4e479
3,5,2,2,5a953e7cebe12614a02898d8
4,4,4,2,5a962ee0b4f84d0f800aed44
4,4,4,2,5a7ed889aad86a10d886fd49
5,3,4,1,596aed51a6a8b7418c17264a
2,5,3,2,5965beca6b3ece0ee4289d9a
2,4,5,0,5a8b8852ae38ac1bfc1704c1
4,5,1,2,59048232836872e942579b7c
5,4,2,2,596068b002ee8f2cbc2c6e9e
4,3,5,1,5aa8e7c8d486ca1ad8d8f1e8
4,2,5,1,5aaf3cfc34569109b0bf6908
5,4,2,2,5a82795db208f7181469b4c1
3,5,2,2,590484d0836872e94257bf0b
5,4,2,2,5904837e836872e94257aa96
5,1,5,1,5ab789dee1ffb41e04df0be2
5,3,4,1,5a502f136f185f14d40d036c
4,5,1,2,5a758eb97fcc331640233b73
1,5,4,0,595dcc12f31a6623481dd02d
5,4,2,2,5a1aa9691c8bb56edc2a1f3c
5,3,4,1,59f0a0dcb41d1011307b8a86
5,4,2,2,5a17efeef75b622ab8569522
3,5,2,2,5aa0a97afe044a15d09631fd
2,5,3,2,5a4461b1517dd01550d1660f
4,4,4,2,59e2fcdebdbd7261bc2f0daf
4,5,1,2,5958a72509f65c43c01078d2
2,4,4,0,5a0bba000d81ff58806a00a3
3,5,2,2,5964b2412242ea5414de24ee
3,5,2,2,5a2f8d118010a1133482b3fc
5,1,5,1,5abcb1b25652022fa06c78e9
2,2,5,0,59f52f13ad4dcc0370413fb7
2,2,5,0,5a2e432f98f9647d94ae1626
4,4,3,2,59ccdd79e9cffb67c0b352eb
2,5,3,2,5a3c2c0e59ffc3059c3101a5
4,4,3,2,59048267836872e942579eca
4,5,1,2,5a77d048131c3b1bd0cbc5bb
5,1,5,1,5ab8c80e364f0821240893a8
2,4,4,0,59ec8d97a8dd6908d8d3caa5
1,5,4,0,5a793fd3c278d318cc5651a5
2,5,3,2,5904837e836872e94257a97f
3,5,2,2,5a97d517fda9ae0b68fa3c21
4,4,3,2,5a0bf61a0d81ff58806a0371
4,4,3,2,5a2a25fe3335f776d4828a9f
3,3,5,1,59ae7ce0761fa71d887ccc7e
2,5,3,2,598e6f41994a7d53506cc4e8
3,5,2,2,5904845c836872e94257b63b
4,4,3,2,5a0458ff9313a63e24ebce50
4,3,5,1,5a0c0c6a0d81ff58806a044a
2,4,4,0,599d1307f6a70e0ca0c3c0a3
3,4,4,2,5904845c836872e94257b462
3,5,2,2,599920e1491fd95338459f78
3,3,5,1,5a76e7ae131c3b1bd0cbc33e
4,2,5,1,5ab346caf418382968787c1f
3,4,4,2,597eac1128cd6667b45ab2a0
2,5,3,2,5a6973abf378fc258c6d1089
1,5,4,0,5a2140ddfee8fa1c5cd73bf4
3,4,4,2,59d47af0f2a7f6163cd4abb5
3,2,5,1,5a8e65fba1fbea24ec25aa99
4,2,5,1,5a2a4e09baff177dbc1cb7c1
5,3,4,1,5a15467ff9423079383b05c7
1,5,4,0,5a7bddc15a517f1c2895bb3a
3,5,2,2,590484f8836872e94257bfbd
5,4,2,2,59cf1edda3c09f26f05e2edb
5,3,4,1,5a24e3b7907a154a44c20cdd
1,5,4,0,5a7fcd18aad86a10d88701a7
3,5,2,2,5a9e801cfe044a15d0962a31
1,2,5,0,5904831b836872e94257a64d
5,3,4,1,5a2e4f39b7e2f489608f66a3
4,4,3,2,5a8ba783ae38ac1bfc170689
3,4,4,2,59048267836872e942579d6d
4,5,1,2,5a502d776f185f14d40d035f
4,3,5,1,5aaf073e34569109b0bf66df
1,2,5,0,59048232836872e942579cb2
4,5,1,2,59048267836872e942579eb2
3,3,5,1,5a4daa90d7251f153cba1dd1
3,2,5,1,59edfb174dbf70325819dbb3
4,2,5,1,59dda04efacc4d08e40c47de
3,2,5,1,5a423ababfcc281850c229cc
1,2,5,0,5a08174010d004552430b502
5,4,2,2,590482f1836872e94257a486
3,2,5,1,5aab2b9e53a24423e04a886b
4,4,3,2,5a752ec684425d130871aae4
4,3,4,1,590482f1836872e94257a336
2,5,3,2,59b68889cdb9d6174c916224
5,3,4,1,5aaccd6dca6c5a20f84bb656
4,4,3,2,5aafad7c34569109b0bf6d4d
2,4,4,0,5a50b69a3443c11678c90045
2,5,3,2,5a7ed3b6aad86a10d886fd11
2,2,5,0,5a93e7260f23e9007c320057
3,4,4,2,5a98df12fda9ae0b68fa4014
3,3,5,1,5958beca09f65c43c0107a6e
1,5,4,0,59048232836872e942579cad
4,4,3,2,5a3b71fe59ffc3059c30fdcc
5,3,4,1,59048410836872e94257b2e0
3,5,2,2,5a4c81d0522b3818e80f5ed0
1,2,5,0,5a72b22c940e90340445e364
3,5,2,2,590482f1836872e94257a1b8
5,1,5,1,5ab7685c7b988a27989091bb
5,3,4,1,59048410836872e94257b1b7
2,2,5,0,5a9a696a212fde1be4ed2f74
1,2,5,0,5a7c152a5a517f1c2895bd26
5,3,4,1,59048410836872e94257b05d
3,5,1,2,5a7032cd27f2fb15dc2cbe19
3,3,5,1,5a964243b4f84d0f800aee73
4,4,3,2,5a7d664cc219351718e550aa
4,3,4,1,5aae468c38ecfe28e87b3407
4,5,1,2,5a16b24bf75b622ab8568e79
5,4,2,2,5aa61c34ad94dc276c470468
1,2,5,0,5a7a6b29c278d318cc565696
1,2,5,0,5a7ec091aad86a10d886fb78
2,4,4,0,5961cb9bc0bb291cccc5cbaa
5,4,2,2,5ab86361e0ab680cac7f827c
4,5,1,2,59955448310dfa339413e566
3,5,1,2,59df2fd50b73145164709a91
1,5,4,0,5a1bacf8b59d031c60b3f02d
3,3,5,1,5a0046d8be7b99736ce76411
4,3,4,1,5ab12d709f1525201c3d8db7
3,5,1,2,5a754a7784425d130871acfc
3,3,5,1,5a373fbdf4d92f3d9c0a15cd
2,4,4,0,597d79c840426e3850abb242
2,2,5,0,5a9bc197de402c0bb845f43d
1,5,4,0,599fbc56904e780ac0ecc066
3,2,5,1,590482f1836872e94257a51d
1,5,4,0,5958e1e4051c5f2928627e37
5,3,4,1,5904845c836872e94257b64e
1,2,5,0,5a250230907a154a44c20e50
4,4,3,2,59048490836872e94257b8af
5,3,4,1,59e42aaee351bf334030c6ad
4,3,4,1,59e1c7f07fec446d64ecd04d
3,3,5,1,59e302a7bdbd7261bc2f0ddc
3,5,1,2,590483c0836872e94257ae81
4,4,3,2,5a211bec6e102506484be959
5,3,4,1,59b3a65e95a6a01e3c9f16a4
1,2,5,0,5a896088ae38ac1bfc16ff39
4,4,3,2,5a20c5b25ad1ff1764b2f580
2,2,5,0,590484d0836872e94257bd95
1,2,5,0,59788454517ba74210339ac9
5,4,2,2,5aaf807a34569109b0bf6b36
3,3,5,1,5a0a78093f70e678a02ef231
3,5,1,2,5a07d79810d004552430b236
3,4,3,2,5a4c7575522b3818e80f5e23
2,5,3,2,5a51d20816605d13d45a8ba3
4,4,3,2,5904837e836872e94257ab3c
5,4,2,2,59a55e28f1cd3b1b3cd69a0d
1,5,4,0,5a253442907a154a44c210f6
1,5,3,2,5a62a61869ff9520384b1355
5,4,2,2,590483c0836872e94257af43
5,4,2,2,59d8a5a668a2dc1eb88203d9
4,4,3,2,59a2dfe1337e810e8c26d58b
4,2,5,1,5983f8fafb466114b0a01453
3,3,5,1,590484d0836872e94257bc0d
5,4,1,2,59f2c46dc9ff9033c8735958
1,2,5,0,599825dd491fd95338459a8c
5,4,1,2,59aa1f52ab6a5115b4c1a026
4,4,3,2,5a9393640f23e9007c31fd22
1,2,5,0,5a18f38bf75b622ab85699b2
3,4,3,2,5a914c6964a7cc16fca2ce79
1,2,5,0,590482f1836872e94257a246
5,3,4,1,59cca226e9cffb67c0b350d0
5,4,1,2,59e5774b8e546617381b98b4
4,4,3,2,590483c0836872e94257ae7c
2,2,5,0,597c8ff740426e3850abaee7
4,4,3,2,5959beeb8ca2153db4b12a65
5,4,1,2,5aa9e891d2e28e2090e25bcd
3,2,5,1,59b1083c56fa4511387937d3
5,5,1,2,5ab1da94dfb17921e0df3487
2,5,2,2,5a13b95ff9423079383afba9
3,4,3,2,5a06ddf310d004552430adbb
2,4,4,0,59048267836872e94257a008
3,5,1,2,597528fed2eba3130ca1de74
3,4,3,2,5a9ba579de402c0bb845f2e7
4,4,3,2,5a9928436432e9136c260a74
4,4,3,2,5aa7af02fd13291604c9ea23
2,5,2,2,59048267836872e942579e9e
3,4,3,2,5966ffca4999581a64855878
3,2,5,1,598c25ce44d41428b4c58092
4,5,1,2,590483c0836872e94257ac86
2,4,4,0,5a7c42475a517f1c2895c021
3,5,1,2,5965f08a6b3ece0ee4289f70
4,2,5,1,590483c0836872e94257af09
2,4,4,0,5a90d60c64a7cc16fca2c8fd
4,2,5,1,5aaf886434569109b0bf6bae
3,3,5,1,597d5c1e40426e3850abb0cd
5,4,1,2,5aa799b2fd13291604c9e959
4,4,3,2,597c1d0a40426e3850aba9f0
5,3,4,1,5aaba3c49014db29481698c9
3,4,3,2,59ede2a74dbf70325819d8c6
2,5,2,2,5a7fce71aad86a10d88701bf
1,5,3,2,5975cb88c9344d6ea8c2c36d
3,3,4,1,5a0ae3320d81ff588069ff29
2,2,5,0,5a365320f4d92f3d9c0a114a
4,4,2,2,5a0e51508d06701884fd0dfb
3,3,4,1,595cce61f31a6623481dcccc
2,4,4,0,5957493ec4419031a40a0db5
4,3,4,1,5904837e836872e94257aa38
3,5,1,2,595b94bef31a6623481dc6b0
2,2,5,0,5a00535abe7b99736ce764c6
4,4,2,2,5a6057769907be279422c879
1,2,5,0,5a76ccc9131c3b1bd0cbc15a
5,3,4,1,5aa9ed7b63dcc414786c9966
2,5,2,2,5904837e836872e94257a965
5,4,1,2,59048490836872e94257b7a9
1,5,3,2,5a69cc7bf378fc258c6d143a
2,5,2,2,59048232836872e942579b59
5,1,5,1,5a30ed588010a1133482bf23
2,2,5,0,5a8b9da8ae38ac1bfc1705a6
1,2,5,0,5a4743e1064a1b2708010680
4,4,2,2,590484d0836872e94257bf1f
4,5,1,2,5a814a97b208f7181469af58
3,3,4,1,59048410836872e94257b075
1,2,5,0,59048232836872e942579bef
5,4,1,2,59746ab6baa31b6b28d11571
5,3,4,1,5ab77b4ce1ffb41e04df0ab5
5,4,1,2,59048267836872e942579df3
4,3,4,1,5ab06c3134569109b0bf6dc4
4,2,5,1,590482f1836872e94257a31b
2,4,4,0,5a8ffecc64a7cc16fca2c7d2
1,5,3,2,599eec50b70396151c2142f7
3,3,4,1,5a5eea9c3d3f1115988960b5
3,3,4,1,598d504d994a7d53506cc069
2,5,2,2,5a62fa7269ff9520384b187a
2,5,2,2,5992aaf6949a4335208f7669
3,2,5,1,5aab4499b9ccf41748ef81e9
1,5,3,2,5a2611a6907a154a44c213ff
2,5,2,2,59584fa134c6b5340c41910a
2,4,4,0,5a7d7b8bc219351718e5514e
2,5,2,2,59048267836872e94257a0e8
3,3,4,1,5aa1047ebfc1001ac08c2493
2,5,2,2,59048267836872e942579e13
5,3,4,1,59e41dd7e351bf334030c5ed
4,3,4,1,59048232836872e942579b64
3,4,3,2,5a89b7caae38ac1bfc170019
3,3,4,1,5a2109f85ad1ff1764b2fba8
4,4,2,2,5904845c836872e94257b50d
4,4,2,2,59884f1afcb2de15101836a6
3,3,4,1,5a23cd37dc26d452641ba4c5
5,3,4,1,590484d0836872e94257be5e
3,4,3,2,590484f8836872e94257bf93
5,1,5,1,5abda98c5652022fa06c7b37
2,5,2,2,5960637302ee8f2cbc2c6e69
2,5,2,2,5a7bbc265a517f1c2895b967
1,2,5,0,5a72db5a940e90340445e5b7
3,4,3,2,590484d0836872e94257bcb8
4,2,5,1,5aaf460634569109b0bf6973
5,3,4,1,5ab337e7f418382968787b6a
2,2,5,0,5a8f7a6da1fbea24ec25adb2
5,3,4,1,5aa3bca8ad94dc276c46f886
2,2,5,0,5a51fee859a7c709307bd022
1,5,3,2,590482f1836872e94257a3a2
1,2,5,0,5a7a7631c278d318cc565736
1,2,5,0,59ba886a0367851634d296e3
5,3,4,1,5aacb5aeca6c5a20f84bb581
3,4,3,2,5a826469b208f7181469b31a
3,2,5,1,5a9e4764fe044a15d09627e4
5,3,4,1,5aaba3449014db29481698c3
3,5,1,2,5a68291104dcdd2ce4c4f069
1,5,3,2,59c9d0b0adf04a61a0bb6e49
3,5,1,2,59048267836872e94257a091
5,3,4,1,5996d1c33417473c7caf57f4
1,5,3,2,5a2a804ebaff177dbc1cbabf
1,2,5,0,5a7e795eaad86a10d886f788
2,4,4,0,590484f8836872e94257bf2b
4,3,4,1,590483c0836872e94257aded
3,3,4,1,5937d3af44614634a4fe59dc
1,5,3,2,5a794d06c278d318cc56525c
5,1,5,1,5a3f94e081857815001e21ca
4,4,2,2,5a275c59ad937d1814e1bdf5
2,2,5,0,5a9394950f23e9007c31fd49
5,4,1,2,5aa63de7ad94dc276c470534
3,5,1,2,5a449b9d517dd01550d16a3d
2,5,2,2,5904831b836872e94257a5ba
5,3,4,1,5aaca199ca6c5a20f84bb49a
5,1,5,1,5abdbc225652022fa06c7c59
2,5,2,2,59048490836872e94257b7c0
3,4,3,2,5904837e836872e94257aaf1
3,2,5,1,5aa63c6dad94dc276c47052b
1,2,5,0,5a729b50940e90340445e139
5,1,5,1,590482f1836872e94257a3f5
5,3,4,1,59979b39d167302cb430ef7b
1,5,3,2,5a75a844e092811b48fb49a4
3,3,4,1,5a7bceab5a517f1c2895ba34
4,3,4,1,5aafa26734569109b0bf6cb8
4,3,4,1,590483c0836872e94257adb2
3,4,3,2,596eeb48d8736956dc9d4fe1
2,5,2,2,5993ba25acd1c4163c9806ce
3,3,4,1,59048410836872e94257b232
3,2,5,1,5aabb0ca9014db2948169948
4,2,5,1,5ab1e71f802e9b26944f48ec
2,2,5,0,5a7436bd84425d130871a799
2,2,5,0,5a98d479fda9ae0b68fa3f5d
1,2,5,0,5a6077fa9907be279422c9f4
3,5,1,2,5a547257ca726521788aa860
2,5,2,2,59acce7402dd8412b4b54efe
2,4,4,0,5a68206704dcdd2ce4c4f00c
4,3,4,1,5ab27b07f16ac7032cf00837
4,4,2,2,59ceee73a3c09f26f05e2d0a
5,3,3,1,5904845c836872e94257b71e
2,4,4,0,5a8e8a48a1fbea24ec25ab53
4,4,2,2,5a9a2a86212fde1be4ed2c6f
2,2,5,0,5a20d6485ad1ff1764b2f6f1
4,3,4,1,5aaf224634569109b0bf6716
1,2,5,0,5a7942c2c278d318cc5651d4
5,4,1,2,5aa78a82fd13291604c9e8d9
5,1,5,1,5ab9ceb2b542752a94bbe451
5,1,5,1,5abb60e15652022fa06c7182
2,2,5,0,5a14f17ef9423079383b0224
2,2,5,0,5a5dcd296727b02b90fcc31f
1,2,5,0,5a7bb96a5a517f1c2895b941
1,2,5,0,59579d2e34c6b5340c419013
1,2,5,0,5a549f262092172110e9732e
5,1,5,1,5ab9c5ceb542752a94bbe3a9
1,2,5,0,5a7c37975a517f1c2895bf85
1,2,5,0,5a7ec83eaad86a10d886fc3e
5,3,3,1,5aae1b3d97d8de1a7cbb9fce
5,3,3,1,59acdf2f6ce0f717c02016e4
1,2,5,0,5a72e6d4940e90340445e65e
3,5,1,2,599bce28e72cd815f86ce320
2,2,5,0,5a8d5a81a1fbea24ec25a6d6
4,4,2,2,5904831b836872e94257a637
2,5,2,2,5a5311786c2ada16d4e88286
1,2,5,0,59048490836872e94257baf4
3,5,1,2,59048232836872e942579ca7
3,2,5,1,596c20e7bb0e8d1ecc2d09a2
3,4,3,2,5aac9f36ca6c5a20f84bb475
1,5,3,2,59048410836872e94257afa7
4,3,4,1,596855e24999581a64855f3f
5,3,3,1,5a7e985daad86a10d886f983
4,2,5,1,5a3f2ee581857815001e1ce0
5,1,5,1,5a1ea060c002de1ff86f20d3
5,1,5,1,5abc633b5652022fa06c74df
4,4,2,2,5aaca083ca6c5a20f84bb48e
5,4,1,2,59b4e84bdfa0fb1ca0f50058
1,5,3,2,5a322b95f21a3e33e88c9d83
5,4,1,2,59048267836872e942579f51
4,4,2,2,5a60866d0fa90526b0d33b15
1,5,3,2,5a730bb2940e90340445e929
5,4,1,2,5a9fcfa2fe044a15d0963089
1,5,3,2,59048490836872e94257b794
3,3,4,1,5a0baa870d81ff588069ffc6
4,3,4,1,5aa9fd5c63dcc414786c9b35
4,4,2,2,5aae4a7238ecfe28e87b3420
1,5,3,2,5a7940e3c278d318cc5651be
1,5,3,2,5a755f217fcc331640233983
4,2,5,1,5aaf236934569109b0bf6720
3,3,4,1,59d30b95f2a7f6163cd4a434
4,4,2,2,5ab36f0ef418382968787d6c
5,1,5,1,5ab9e0bfb542752a94bbe54d
2,4,4,0,5a6d534d8d767b2aecde85e0
5,3,3,1,59b77c72cdb9d6174c9165f7
5,3,3,1,59defb961678864b704f6130
2,4,4,0,5a32197bf21a3e33e88c9c99
5,3,3,1,5a09124510d004552430ba2e
3,3,4,1,59048490836872e94257bad2
3,3,4,1,5a6ad51ae56a2026ccb9d400
1,5,3,2,5a8267b9b208f7181469b34f
4,2,5,1,5ab48c61dac32725fcc40222
3,2,5,1,5a63280285ff5825f0d4c690
1,2,5,0,5a766f9ce092811b48fb4a94
2,4,4,0,590483c0836872e94257ad6f
1,5,3,2,5a014d4560ba7844489d996f
4,3,4,1,59048410836872e94257b19b
1,5,3,2,59faad4acf77fe62d4a8ee2f
5,1,5,1,5abcb13a5652022fa06c78dd
2,4,4,0,5a61f20c69ff9520384b12b6
3,5,1,2,5a9ce7f7173a1312a4c1a61f
3,4,3,2,597c174e40426e3850aba99b
2,2,5,0,596222f00dd3841ac8d3da72
1,5,3,2,5a6be9ace56a2026ccb9d838
3,4,3,2,5954cc8cd82d5c2e44595df3
2,2,5,0,5a924efab4ba43202059a502
5,4,1,2,59f1823a9a38da37f84a0631
4,3,4,1,5a9e302dfe044a15d0962765
2,5,2,2,5a5eefe23d3f111598896123
1,5,3,2,5a646ea96b8f072f206c1151
1,5,3,2,5a5aface2ed6311e7cf3eef9
2,2,5,0,5a9bda8fde402c0bb845f58f
4,3,4,1,5959aa9d8ca2153db4b1296b
1,2,5,0,598ff93794aa5d4da0c8f36b
2,5,2,2,5a6419969442292a9081a4fd
3,2,5,1,59048490836872e94257ba65
1,2,5,0,5a56ce0ac78a7814849454d2
4,5,1,2,5a9118c264a7cc16fca2cc7f
1,2,5,0,59048490836872e94257ba59
5,3,3,1,5a28b2d38e6aba7cec74a2df
3,5,1,2,59db3a96d707e925e0d2bd46
5,3,3,1,5a98bc3efda9ae0b68fa3df6
2,4,4,0,59f5494aad4dcc037041404b
1,2,5,0,5954c99fd82d5c2e44595da7
5,3,3,1,5ab4ebfe08a7a8294806c560
2,2,5,0,5a3b30d859ffc3059c30f9b4
3,3,4,1,5a292c4d44ca6529f419421c
3,3,4,1,5954782a9362762840de6985
2,2,5,0,590483c0836872e94257acef
1,5,3,2,5a62bf0369ff9520384b14cf
1,2,5,0,59fd3c38e860d6216c18f74f
4,3,4,1,590484d0836872e94257bd13
3,3,4,1,5a373ebcf4d92f3d9c0a15b9
3,4,2,2,590483c0836872e94257aecf
5,3,3,1,59fd434be860d6216c18f7e5
4,4,2,2,5a2d1af1e3f84a8a0c5a7b13
3,5,1,2,599ebe59b70396151c21422e
5,4,1,2,59de6c94d1c5f4242c705768
2,2,5,0,5a9cc187de402c0bb845f78b
4,2,5,1,5ab642eb7b988a2798908c93
1,2,5,0,5a826883b208f7181469b360
3,4,2,2,5a1e4f9c88ea980894f3f7a3
1,2,5,0,5a2e090372fe7e69d0e1ee1d
1,2,5,0,5a83cde2b208f7181469ba84
5,3,3,1,5ab0c4049f1525201c3d8afb
2,2,5,0,59547c3a9362762840de69eb
2,2,5,0,5a9a6a60212fde1be4ed2f86
5,3,3,1,5a12b7faf9423079383af75e
3,4,2,2,5a792d94c278d318cc56509f
4,3,4,1,5ab3f0cef418382968787f46
4,4,2,2,5a91005564a7cc16fca2cb6c
1,2,5,0,5a783a8efe098c1c4099be61
5,4,1,2,5a5c79c1c09839206cb7806e
